Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Antigua and Barbuda,ATG,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,331.95737447,447.35788639,460.67365646,401.51450378,421.97531961,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,1.78778162,0.97180261,0.89335098,0,0.35330827,..,..
Antigua and Barbuda,ATG,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.34878898,0.15506253,0.12729101,0,0.04647173,..,..
Antigua and Barbuda,ATG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.196,1.832,1.785,1.567,1.468,1.569,..
Antigua and Barbuda,ATG,Fixed broadband subscriptions,IT.NET.BBND,..,5801,7119,10000,8000,8000,..
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,7.263143397,8.307369158,11.11852346,8.684701898,8.633341967,..
Antigua and Barbuda,ATG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,51.02924522,45.67479247,42.38520334,22.23704692,29.3108689,29.13752914,..
Antigua and Barbuda,ATG,Fixed telephone subscriptions,IT.MLT.MAIN,38300,36480,36322,20000,27000,27000,..
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,21.4772727272727,20.7159090909091,19.9545454545455,19.2045454545455,18.5909090909091,18.4545454545455,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1069381614.5052,1231883484.14811,1231261603.44532,1336692592.59259,1630215842.3024,1301036618.29788,1369612291.79505
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,826370370.37037,1022962962.96296,1148700000,1336692592.59259,1687533333.33333,1370281481.48148,1471125925.92593
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.20343125361191,6.47383131641992,-7.84059474412172,3.82529309880827,4.86223616575663,-20.1923705722071,5.2708488395119
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14247.973013193,15423.8000243913,14367.9514959487,14861.8827074704,17697.2311549703,14040.3675461654,14692.4156212259
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,11010.1974601342,12808.0101536637,13404.5160161036,14861.8827074704,18319.4560540762,14787.6357752901,15781.3957017982
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.45731128602871,5.23670908549634,-9.08917481882941,3.01146145768065,4.30330178928556,-20.6634788051455,4.64409548337281
Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,2.4,2.2,3.61,..,..,..
Antigua and Barbuda,ATG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.482225737,27,47,70,..,..,..
Antigua and Barbuda,ATG,Land area (sq. km),AG.LND.TOTL.K2,440,440,440,440,440,440,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.9499969482422,..,..,..
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,29.31183799,107.67632,196.009102,195.6860129,199.7481436,198.5668652,..
Antigua and Barbuda,ATG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,20,20,10,10,10,..,..
Antigua and Barbuda,ATG,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,4.5085,9.0834,..,..
Antigua and Barbuda,ATG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,132.103725850582,265.445667207241,478.375432491302,447.777441799641,..,..,..
Antigua and Barbuda,ATG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,22.22428131,27.07498169,24.68379784,23.53068924,24.26510048,..,..
Antigua and Barbuda,ATG,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,113.91461447,169.68341324,173.23528372,177.47831038,184.47904805,..,..
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.25376517,97.67123483,97.08870448,96.73918628,..,..,..
Antigua and Barbuda,ATG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,82.40930841,84.36891379,86.32851916,87.50428238,..,..,..
Antigua and Barbuda,ATG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,2.27272727272727,..
Antigua and Barbuda,ATG,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.9761180428363,22.1343296076435,22.5288761062762,19.6963877942929,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,..,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,170.579545454545,181.520454545455,194.761363636364,204.411363636364,209.356818181818,210.6,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,1.65779341376666,1.16870545018922,1.3640660545341,0.786935419380774,0.534443400511753,0.592053942582792,0.597151594527623
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,99.9,99.9,..,..,..,..,..
Antigua and Barbuda,ATG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,33,..
Antigua and Barbuda,ATG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,..,..,7.1,..
Antigua and Barbuda,ATG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.26315789473684,10.5263157894737,10.5263157894737,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111
Antigua and Barbuda,ATG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,18.56967,21.00285,19.93744278
Antigua and Barbuda,ATG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.13,5.37,5.6,5.89,..,..,..
Antigua and Barbuda,ATG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,600.000023841858,779.999971389771,1029.99997138977,1090.0000333786,1220.00002861023,..,..
Antigua and Barbuda,ATG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,28.94490906874,..,..,31.86330246835,..,..,..
Antigua and Barbuda,ATG,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,100,100,..,99,..
Antigua and Barbuda,ATG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,269.592001391293,241.545781205512,267.665565966375,303.793771043771,370.503600523274,..,..
Antigua and Barbuda,ATG,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,69.046371728218,67.4476920347574,61.213967383419,102.946321282684,100.656751661978,62.5807064470097,71.3655284865921
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,173.368590892793,175.749456915279,152.845890201161,139.786704053953,139.410164737487,91.5251421713841,..
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95,97.5,99.1,99.7,99.9,99.9,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.7832870483398,96.8638458251953,98.8199996948242,99.6253890991211,100,100,..
Argentina,ARG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,99.35688,99.34854,99.13102,99.83682,..,..,..
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.9581867146078,47.4737365211259,46.1389123357048,42.7846778407492,39.6032286082823,39.6032286082823,..
Argentina,ARG,Agricultural land (sq. km),AG.LND.AGRI.K2,1285100,1299209,1262679,1170884,1083817.597,1083817.597,..
Argentina,ARG,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,72.3491398926003,73.8953825748155,..,..,..,..,..
Argentina,ARG,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,94.7275031685678,94.5796968305007,..,..,..,..,..
Argentina,ARG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.7575926157169,1.36228945621451,1.19064550683135,0.987528543315999,0.88134710488111,0.875916609986476,0.746858769589611
Argentina,ARG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,6.0313990866804,6.42423543130273,5.68326959017728,..,..,..,..
Argentina,ARG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..
Argentina,ARG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.334313951755177,0.335380540377246,0.302530226383146,0.311980203427809,0.294163600033109,..,..
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,132270,145990.005493164,167220.001220703,185550.003051758,168100.006103516,..,..
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.56803987960974,3.73657879363165,4.09968971416256,4.30191387639872,3.74065029063396,..,..
Argentina,ARG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..
Argentina,ARG,"Compulsory education, duration (years)",SE.COM.DURS,10,10,13,14,14,14,14
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.2200098,7.61078882,9.44546986,10.22933865,9.5100708,..,..
Argentina,ARG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,708.76953125,392.58874512,985.03442383,1531.48425293,945.99194336,..,..
Argentina,ARG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,54.73170471,51.41910172,58.95255661,66.71373749,62.36080933,..,..
Argentina,ARG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.49895144,3.9133997,5.56834602,6.8243742,5.93055725,..,..
Argentina,ARG,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.81966019,16.02175903,16.69264221,16.49742889,15.47368336,..,..
Argentina,ARG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,387.92160925,201.86562662,580.7029151,1021.71045491,589.92823278,..,..
Argentina,ARG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,45.2376709,47.39781952,40.73145676,33.00239563,37.38851166,..,..
Argentina,ARG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,320.63082775,186.0785116,401.21882204,505.42655876,353.69231875,..,..
Argentina,ARG,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,483.06081072,489.47246339,693.06915808,679.62783381,822.12867475,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2077.53957335771,2397.48653338231,2877.65265331343,..,..,..,..
Argentina,ARG,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0.21708248,4.64462293,3.11258032,4.34729648,2.37137492,..,..
Argentina,ARG,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.03062808,1.1830759,0.31598699,0.28386164,0.25067601,..,..
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.591,2.426,2.346,2.301,1.994,1.911,..
Argentina,ARG,Fixed broadband subscriptions,IT.NET.BBND,..,926722,4028238,6855837,8793181,9571562,10457904
Argentina,ARG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,2.37192249,9.801036362,15.84905726,19.65153383,21.25312017,23.09772029
Argentina,ARG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,21.29495597,24.16573312,24.12208839,23.28665849,17.3363568,16.33395455,15.24637574
Argentina,ARG,Fixed telephone subscriptions,IT.MLT.MAIN,7894205,9441673,9914208,10073125,7757243,7356165,6903068
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,12.1964855354461,11.618414946523,11.0403443575999,10.6321870580884,10.4801786099266,10.4407148781923,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,395646066535.875,435296589745.339,552738161802.463,594749285413.212,571450737224.442,514630046744.607,568142562825.363
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,284203750000,198737095012.282,423627422092.49,594749285413.212,447754609218.678,385540224628.292,487227339102.67
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.78899893905691,8.85165992013437,10.1253981561002,2.73115982828944,-2.00086100285785,-9.94323513446069,10.3982494646904
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10672.7220353121,11141.3106718375,13551.3391940229,13789.060424772,12716.2242038544,11341.2683655863,12402.4907912317
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,7666.51783423783,5086.62776073134,10385.9644319555,13789.060424772,9963.6725062053,8496.42414176374,10636.1201956183
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.90698749835167,7.73249699851691,9.84429639847724,1.62966427946263,-2.96956249866219,-10.8126108522948,9.35717585932072
Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.1,4,4.5,4.96,..,..,..
Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10,37.7,34.9,31.7,..,31,30.3,30.8
Argentina,ARG,Income share held by highest 20%,SI.DST.05TH.20,55.1,52,48.6,..,47.9,47.3,47.4
Argentina,ARG,Income share held by lowest 10%,SI.DST.FRST.10,0.9,1.3,1.6,..,1.7,1.7,1.8
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,3.2,3.8,4.6,..,4.7,4.8,5.1
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.038683086,17.72058337,45,68.04306411,79.9,85.5,87.14829302
Argentina,ARG,Land area (sq. km),AG.LND.TOTL.K2,2736690,2736690,2736690,2736690,2736690,2736690,..
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,98.9549713134766,99.1799621582031,..,..,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.5015229,56.70883514,138.8859542,142.9639551,125.9409814,121.6001889,130.4550081
Argentina,ARG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,39280,43390,41470,43500,48530,..,..
Argentina,ARG,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..
Argentina,ARG,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..
Argentina,ARG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..
Argentina,ARG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..
Argentina,ARG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-8326.802734375,-6426.73144531299,-4037.26074218799,4650.76953125,..,..,..
Argentina,ARG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,29.10433197,33.06813049,26.78010178,25.93237495,27.65851593,..,..
Argentina,ARG,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,206.2826297,129.82177197,263.79319601,397.15023056,261.6473284,..,..
Argentina,ARG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.29467974,97.42319597,98.42725533,98.96658815,..,..,..
Argentina,ARG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,87.22025186,89.86410386,92.50233092,94.9480284,..,..,..
Argentina,ARG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..
Argentina,ARG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,47.84462112,48.89879673,49.97256189,51.04761816,..,..,..
Argentina,ARG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..
Argentina,ARG,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.365404923465939,0.365404923465939,0.365404923465939,0.365404923465939,0.390252458261623,0.390252458261623,..
Argentina,ARG,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,121.8,100.6,134,..,..,..,..
Argentina,ARG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,3.99,4.0685,4.0596,..
Argentina,ARG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.7809479169912,16.4030853648294,16.8591006158722,14.6316258961135,..,..,..
Argentina,ARG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.5499711446191,99.4115039164003,99.4476413232427,98.0219286945161,..,..,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,13.5458433362931,14.2765534276809,14.904301546759,15.7606327351655,16.4208266190179,16.580892611147,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.13327702210541,1.03347622351885,0.255582398485167,1.07800134449604,0.993397493293046,0.970053991438048,0.947490959333989
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,35.5,42,..
Argentina,ARG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,99.2,..,..,..,95,..
Argentina,ARG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34,31.5,28.9,26.6,24.9,24.5,..
Argentina,ARG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,19.2,35.8,37,..
Argentina,ARG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,5.8,12.6,13,..
Argentina,ARG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,3.7,3.1,2.5,3.5,3.7,..
Argentina,ARG,Progression to secondary school (%),SE.SEC.PROG.ZS,97.69371,95.38558,96.17801,99.48824,..,..,..
Argentina,ARG,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,..,..,..
Argentina,ARG,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..
Argentina,ARG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,26.4591439688716,36.1867704280156,38.5214007782101,..,40.1574803149606,40.8560311284047,44.7470817120623
Argentina,ARG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,716.556457519531,819.377685546875,1123.83312988281,1230.53942871094,1230.75402832031,..,..
Argentina,ARG,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,224,346.2,444,..,..,..,..
Argentina,ARG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,8.469773,8.476902,8.476902008
Argentina,ARG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.75,8.66,9.09,9.55,..,..,..
Argentina,ARG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,290820.007324219,322739.990234375,339609.985351563,370000,369049.987792969,..,..
Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,5.01999998092651,3.04999995231628,..,3.86999988555908,4.71999979019165,3.4300000667572
Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,13.1300001144409,8.97000026702881,..,12.3000001907349,14.8199996948242,10.3999996185303
Argentina,ARG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,12.8199996948242,9.03999996185303,..,11.2299995422363,12.5699996948242,10.6499996185303
Argentina,ARG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15,11.5100002288818,7.71000003814697,..,9.84000015258789,11.460000038147,8.73999977111816
Argentina,ARG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,10030.146186676,..,..,11432.7305610191,..,..,..
Argentina,ARG,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..,..,..,12.5418687936842,..
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.1,99.1,95,99.6,99.6,98.8,..
Argentina,ARG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,24.5,23.6,21.6,..,21.2,21.2,18.8
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.438840001821518,0.420740008354187,0.561039984226227,0.622619986534119,0.457130014896393,..,..
Argentina,ARG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,13.0289343528443,12.9188392708313,14.9297087427906,15.7800287984402,15.1618662038854,..,..
Argentina,ARG,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,4.95398955911897,7.02181442228367,6.47688840245541,5.42111948411949,7.69350316387673,5.57910473210007,4.6178609854266
Argentina,ARG,Trade (% of GDP),NE.TRD.GNFS.ZS,22.6224447777343,40.5512709706238,34.9710132635696,22.4862260889792,32.6306150458499,30.2197998857878,32.97948188967
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,79.5,91.6,96.4,97.8,98,98.1,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9000015258789,99.8000030517578,99.8000030517578,100,100,100,..
